Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A889914,,10/03/2023 11:39:00 AM,Oct 2023,07/14/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A889241,*Imani,10/03/2023 11:59:00 AM,Oct 2023,09/19/2018,Euthanasia,Suffering,Cat,Intact Female,5 years,Domestic Shorthair Mix,Black
A881165,,10/03/2023 12:24:00 PM,Oct 2023,03/28/2023,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair,Brown Tabby
A881166,,10/03/2023 12:25:00 PM,Oct 2023,03/28/2023,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby
A881167,,10/03/2023 12:26:00 PM,Oct 2023,03/28/2023,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby
A889326,,10/03/2023 03:58:00 PM,Oct 2023,07/10/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby
A888071,*Ember,10/03/2023 04:20:00 PM,Oct 2023,08/31/2018,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair,Orange Tabby/White
A888070,*Blaze,10/03/2023 04:20:00 PM,Oct 2023,08/31/2016,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair,Orange Tabby/White
A889922,A889922,10/03/2023 04:41:00 PM,Oct 2023,07/19/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A889443,Minnie Mouse,10/03/2023 05:25:00 PM,Oct 2023,09/22/2013,Adoption,,Cat,Spayed Female,10 years,Domestic Shorthair,Brown Tabby
A889185,*Cindy,10/03/2023 05:36:00 PM,Oct 2023,04/03/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby/White
A888611,,10/04/2023 10:05:00 AM,Oct 2023,06/27/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Cream Tabby
A888610,,10/04/2023 10:05:00 AM,Oct 2023,06/27/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby
A889929,,10/04/2023 12:11:00 PM,Oct 2023,09/29/2013,Transfer,Partner,Cat,Intact Male,10 years,Domestic Shorthair,Brown Tabby/White
A889930,,10/04/2023 12:13:00 PM,Oct 2023,09/29/2018,Transfer,Partner,Cat,Intact Female,5 years,Domestic Shorthair,Blue Tabby
A890201,,10/04/2023 12:31:00 PM,Oct 2023,09/03/2023,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair,Torbie
A890199,,10/04/2023 12:33:00 PM,Oct 2023,09/03/2023,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby
A890200,,10/04/2023 12:33:00 PM,Oct 2023,09/03/2023,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair,Blue Tabby
A890198,,10/04/2023 12:34:00 PM,Oct 2023,09/03/2023,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby
A890238,Harry,10/05/2023 11:36:00 AM,Oct 2023,11/01/2005,Return to Owner,,Cat,Neutered Male,17 years,Domestic Longhair,Brown Tabby
A889881,Ellie Rose,10/05/2023 04:08:00 PM,Oct 2023,04/16/2023,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Black
A884857,Toby,10/05/2023 04:51:00 PM,Oct 2023,03/25/2023,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair,Blue/White
A888685,*Pamplemousse,10/05/2023 04:58:00 PM,Oct 2023,07/20/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A889382,Ada,10/05/2023 05:04:00 PM,Oct 2023,07/05/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A880891,*Blackberry,10/05/2023 05:23:00 PM,Oct 2023,11/17/2022,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair,Black
A886002,Pee-Wee,10/05/2023 05:27:00 PM,Oct 2023,06/28/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A888897,*Pumpkin,10/05/2023 06:07:00 PM,Oct 2023,07/30/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown/White
A888898,*Spice,10/05/2023 06:07:00 PM,Oct 2023,07/30/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown/White
A882730,,10/05/2023 06:14:00 PM,Oct 2023,05/17/2023,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,Blue/White
A890119,,10/06/2023 11:13:00 AM,Oct 2023,10/02/2015,Euthanasia,Suffering,Cat,Spayed Female,8 years,Domestic Shorthair,Cream Tabby
A890202,A890202,10/06/2023 01:10:00 PM,Oct 2023,10/03/2022,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair,Black
A890339,Almond,10/06/2023 01:42:00 PM,Oct 2023,10/06/2018,Return to Owner,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,White/Cream Tabby
A888609,*Munich,10/06/2023 02:54:00 PM,Oct 2023,06/27/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby
A889912,Mia,10/06/2023 03:58:00 PM,Oct 2023,07/14/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A890146,,10/06/2023 04:31:00 PM,Oct 2023,07/25/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A889830,Miso,10/06/2023 04:44:00 PM,Oct 2023,09/28/2021,Adoption,,Cat,Neutered Male,2 years,Russian Blue,Blue
A890323,,10/06/2023 04:50:00 PM,Oct 2023,06/20/2023,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair,Brown Tabby/White
A890139,,10/06/2023 04:51:00 PM,Oct 2023,07/02/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Blue
A876069,Stella,10/06/2023 04:54:00 PM,Oct 2023,09/09/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Black
A843421,Mango,10/06/2023 04:54:00 PM,Oct 2023,07/30/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A889921,A889921,10/06/2023 05:13:00 PM,Oct 2023,07/19/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A889923,A889923,10/06/2023 05:13:00 PM,Oct 2023,07/19/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A889658,Zero,10/06/2023 05:21:00 PM,Oct 2023,02/05/2023,Adoption,,Cat,Neutered Male,7 months,Domestic Shorthair,Orange Tabby
A889924,A889924,10/06/2023 05:46:00 PM,Oct 2023,07/19/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A889925,A889925,10/06/2023 05:47:00 PM,Oct 2023,07/19/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A890145,,10/06/2023 05:54:00 PM,Oct 2023,07/25/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A888843,,10/06/2023 06:02:00 PM,Oct 2023,07/03/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue/White
A886359,*Miss Yvonne,10/06/2023 06:03:00 PM,Oct 2023,07/04/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico/White
A889911,,10/06/2023 06:11:00 PM,Oct 2023,07/14/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A889913,,10/06/2023 06:20:00 PM,Oct 2023,08/06/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Longhair,Black
A889906,*Rosie,10/07/2023 01:25:00 PM,Oct 2023,03/29/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Torbie
A889797,Espresso,10/07/2023 04:32:00 PM,Oct 2023,09/27/2014,Adoption,,Cat,Neutered Male,9 years,Domestic Longhair,Orange Tabby
A889857,Princess Rahja,10/07/2023 05:17:00 PM,Oct 2023,09/28/2015,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair,Brown Tabby
A886388,Monkeyboy,10/07/2023 05:53:00 PM,Oct 2023,07/21/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Blue Tabby
A890343,Inky,10/08/2023 01:25:00 PM,Oct 2023,04/05/2023,Return to Owner,,Cat,Neutered Male,6 months,Domestic Shorthair,Black
A888490,Dude,10/08/2023 01:27:00 PM,Oct 2023,05/28/2020,Adoption,,Cat,Neutered Male,3 years,Domestic Medium Hair,Black
A888725,Garfield,10/08/2023 02:49:00 PM,Oct 2023,09/12/2019,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,Orange Tabby
A884564,Rascal,10/08/2023 06:30:00 PM,Oct 2023,07/05/2021,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A888092,*Joey,10/08/2023 06:34:00 PM,Oct 2023,07/18/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair,Orange Tabby
A880893,*John Wayne,10/08/2023 06:34:00 PM,Oct 2023,07/17/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby
A882745,*Molly,10/08/2023 06:36:00 PM,Oct 2023,04/15/2023,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Brown Tabby/White
A890396,,10/09/2023 09:58:00 AM,Oct 2023,10/06/2022,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Black
A890370,,10/09/2023 10:11:00 AM,Oct 2023,10/05/2022,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Blue Tabby
A890275,,10/09/2023 10:14:00 AM,Oct 2023,10/04/2022,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby
A890181,,10/09/2023 10:16:00 AM,Oct 2023,01/03/2023,Transfer,Snr,Cat,Intact Female,9 months,Domestic Shorthair,Calico
A889378,*Harriet,10/09/2023 12:26:00 PM,Oct 2023,07/05/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A890421,,10/09/2023 12:51:00 PM,Oct 2023,09/01/2023,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A889942,Snowball,10/09/2023 12:51:00 PM,Oct 2023,06/19/2023,Transfer,Partner,Cat,Intact Male,3 months,Siamese Mix,Flame Point
A889940,Kalahari,10/09/2023 12:51:00 PM,Oct 2023,03/29/2023,Return to Owner,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby/White
A890420,*Meera,10/09/2023 12:51:00 PM,Oct 2023,10/06/2022,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby
A890424,,10/09/2023 12:52:00 PM,Oct 2023,09/01/2023,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/Black
A890422,,10/09/2023 12:52:00 PM,Oct 2023,09/01/2023,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A890423,,10/09/2023 12:52:00 PM,Oct 2023,09/01/2023,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Torbie
A889980,,10/09/2023 02:04:00 PM,Oct 2023,06/15/2023,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair,Black
A889982,,10/09/2023 02:05:00 PM,Oct 2023,06/15/2023,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby
A889983,,10/09/2023 02:05:00 PM,Oct 2023,06/15/2023,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair,Blue Tabby
A889984,,10/09/2023 02:05:00 PM,Oct 2023,06/15/2023,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby
A889981,,10/09/2023 02:05:00 PM,Oct 2023,06/15/2023,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair,Black
A889985,,10/09/2023 02:06:00 PM,Oct 2023,06/15/2023,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair,Black
A886199,*Diamond,10/09/2023 03:34:00 PM,Oct 2023,08/01/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A888960,*Brook,10/09/2023 04:51:00 PM,Oct 2023,07/07/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,White/Blue
A888956,*Sunbeam,10/09/2023 04:53:00 PM,Oct 2023,07/07/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby/White
A890111,A890111,10/09/2023 04:57:00 PM,Oct 2023,06/02/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black
A890227,*Marvin,10/09/2023 05:04:00 PM,Oct 2023,10/03/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Longhair,Cream Tabby
A889569,Quinn,10/09/2023 05:24:00 PM,Oct 2023,03/25/2022,Adoption,,Cat,Spayed Female,1 year,Russian Blue,Blue
A890151,,10/09/2023 05:32:00 PM,Oct 2023,07/02/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A890150,,10/09/2023 05:43:00 PM,Oct 2023,07/02/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A890128,Mumbles,10/09/2023 05:47:00 PM,Oct 2023,04/02/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Blue/White
A890086,,10/09/2023 06:09:00 PM,Oct 2023,06/10/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue/White
A890091,*Sofia,10/09/2023 06:23:00 PM,Oct 2023,05/02/2023,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Gray Tabby
A882765,*Guillermo,10/09/2023 06:30:00 PM,Oct 2023,04/08/2023,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair,Black
A890153,,10/09/2023 06:41:00 PM,Oct 2023,07/02/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A880851,*Mango,10/10/2023 08:30:00 AM,Oct 2023,05/16/2020,Adoption,Foster,Cat,Neutered Male,3 years,Domestic Medium Hair,Black
A890428,327 Grams,10/10/2023 08:43:00 AM,Oct 2023,09/14/2023,Transfer,Partner,Cat,Intact Male,3 weeks,Siamese Mix,Lynx Point
A890427,318 Grams,10/10/2023 08:43:00 AM,Oct 2023,09/14/2023,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue/White
A890194,Lily,10/10/2023 11:19:00 AM,Oct 2023,04/03/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby
A884464,A884464,10/10/2023 12:04:00 PM,Oct 2023,06/03/2023,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,White/Black
A889828,,10/10/2023 12:19:00 PM,Oct 2023,09/28/2022,Transfer,Snr,Cat,Spayed Female,1 year,Domestic Shorthair,Tortie
A890355,,10/10/2023 12:24:00 PM,Oct 2023,10/05/2018,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair,Brown Tabby
A890118,*Gadget,10/10/2023 03:35:00 PM,Oct 2023,06/02/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Torbie
A890399,Maya,10/10/2023 04:03:00 PM,Oct 2023,06/06/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Cream Tabby/White
A887883,,10/10/2023 04:08:00 PM,Oct 2023,08/04/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A890361,Sophie,10/10/2023 04:11:00 PM,Oct 2023,06/05/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Blue Tabby
A890395,,10/10/2023 04:24:00 PM,Oct 2023,10/06/2021,Transfer,Snr,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby/White
A890089,Treasure,10/10/2023 06:07:00 PM,Oct 2023,06/10/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Blue/White
A890409,,10/10/2023 06:16:00 PM,Oct 2023,07/06/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A890359,,10/11/2023 04:12:00 PM,Oct 2023,06/17/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby
A890176,Ralphie,10/11/2023 04:41:00 PM,Oct 2023,04/03/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A890358,Suiyoubi,10/11/2023 05:25:00 PM,Oct 2023,06/17/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby
A886767,*Mama Tot,10/11/2023 05:26:00 PM,Oct 2023,08/10/2021,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair,Black/White
A888735,*Finch,10/11/2023 05:29:00 PM,Oct 2023,08/09/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair,White/Brown Tabby
A887304,*Opal,10/11/2023 05:33:00 PM,Oct 2023,06/26/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A887303,*Garnet,10/11/2023 05:42:00 PM,Oct 2023,06/26/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A890283,,10/11/2023 05:46:00 PM,Oct 2023,07/11/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A890290,,10/11/2023 06:03:00 PM,Oct 2023,07/11/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A890215,*Izzy,10/11/2023 06:15:00 PM,Oct 2023,02/03/2023,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair,Tortie
A884573,,10/11/2023 06:16:00 PM,Oct 2023,05/21/2023,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Gray Tabby
A890284,,10/11/2023 06:31:00 PM,Oct 2023,07/11/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A890738,Green Mark,10/11/2023 06:55:00 PM,Oct 2023,09/26/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Brown Tabby/White
A890739,Pink Mark,10/11/2023 06:56:00 PM,Oct 2023,09/26/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby/White
A890741,Yellow Mark,10/11/2023 06:56:00 PM,Oct 2023,09/26/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby
A890740,Red Mark,10/11/2023 06:56:00 PM,Oct 2023,09/26/2023,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Brown Tabby
A890742,Orange Mark,10/11/2023 06:57:00 PM,Oct 2023,09/26/2023,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby
A890341,Clover,10/12/2023 09:28:00 AM,Oct 2023,04/09/2023,Transfer,Snr,Cat,Neutered Male,6 months,Domestic Shorthair,Brown Tabby
A890560,,10/12/2023 09:29:00 AM,Oct 2023,10/09/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Orange Tabby
A890604,,10/12/2023 09:29:00 AM,Oct 2023,10/09/2022,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Black
A890394,,10/12/2023 09:29:00 AM,Oct 2023,04/06/2023,Transfer,Snr,Cat,Unknown,6 months,Domestic Shorthair,White/Brown Tabby
A890392,,10/12/2023 09:36:00 AM,Oct 2023,10/06/2022,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby
A884571,,10/12/2023 10:34:00 AM,Oct 2023,05/21/2023,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Torbie
A890515,,10/12/2023 11:11:00 AM,Oct 2023,10/08/2016,Euthanasia,Suffering,Cat,Intact Female,7 years,Domestic Shorthair,Black
A885799,,10/12/2023 11:26:00 AM,Oct 2023,05/22/2023,Adoption,,Cat,Intact Female,4 months,Domestic Shorthair,Calico
A692102,Pumpkin,10/12/2023 02:24:00 PM,Oct 2023,11/14/2012,Return to Owner,,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Black
A888733,*Goldfinch,10/12/2023 02:37:00 PM,Oct 2023,08/09/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair,Calico/White
A887817,*Stoker,10/12/2023 02:44:00 PM,Oct 2023,07/27/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Gray Tabby
A890225,Spike,10/12/2023 04:21:00 PM,Oct 2023,07/03/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A887325,*Godiva,10/12/2023 04:27:00 PM,Oct 2023,07/02/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie
A889494,Lily,10/12/2023 04:34:00 PM,Oct 2023,08/10/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A890152,,10/12/2023 05:06:00 PM,Oct 2023,07/02/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A890154,,10/12/2023 05:07:00 PM,Oct 2023,07/02/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A890360,,10/12/2023 05:10:00 PM,Oct 2023,06/05/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Blue Tabby
A889831,Velvet,10/12/2023 05:40:00 PM,Oct 2023,09/28/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Blue
A890085,,10/12/2023 06:59:00 PM,Oct 2023,06/10/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby
A890285,,10/13/2023 11:18:00 AM,Oct 2023,07/11/2023,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby
A889740,*Alexis,10/13/2023 12:15:00 PM,Oct 2023,08/29/2023,Euthanasia,At Vet,Cat,Intact Female,1 month,Domestic Medium Hair,Calico/White
A889371,*Curtis,10/13/2023 01:05:00 PM,Oct 2023,11/21/2022,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair,Gray Tabby/White
A885580,*Angel,10/13/2023 01:42:00 PM,Oct 2023,06/06/2023,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Torbie
A885582,*Sweetheart,10/13/2023 01:43:00 PM,Oct 2023,06/06/2023,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Torbie
A887802,*Tictac,10/13/2023 03:46:00 PM,Oct 2023,07/31/2023,Died,In Surgery,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A890558,Tigres,10/13/2023 04:33:00 PM,Oct 2023,06/09/2023,Rto-Adopt,,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby
A890577,,10/13/2023 05:04:00 PM,Oct 2023,08/18/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Silver Tabby
A889964,,10/13/2023 05:09:00 PM,Oct 2023,08/08/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,White/Black
A890222,*Miki,10/13/2023 05:15:00 PM,Oct 2023,04/13/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Blue Tabby
A890319,*Salem,10/13/2023 05:37:00 PM,Oct 2023,10/05/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black
A889381,*Clara,10/13/2023 06:08:00 PM,Oct 2023,07/05/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A890088,Hazel,10/13/2023 06:10:00 PM,Oct 2023,06/10/2023,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Black Tabby/White
A890567,*Doodlebug,10/13/2023 06:23:00 PM,Oct 2023,10/09/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Medium Hair,Black/White
A890075,*Harper,10/13/2023 06:56:00 PM,Oct 2023,03/02/2023,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair,Brown Tabby
A890286,,10/14/2023 08:50:00 AM,Oct 2023,06/13/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Calico
A890262,,10/14/2023 10:45:00 AM,Oct 2023,10/04/2008,Transfer,Partner,Cat,Neutered Male,15 years,Domestic Longhair,Cream/White
A890458,,10/14/2023 10:47:00 AM,Oct 2023,04/07/2023,Transfer,Partner,Cat,Intact Male,6 months,Domestic Shorthair,Black
A890460,,10/14/2023 10:47:00 AM,Oct 2023,06/07/2023,Transfer,Partner,Cat,Intact Male,4 months,Domestic Shorthair,Black
A889640,*Chadwick,10/14/2023 10:48:00 AM,Oct 2023,09/25/2021,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair,Black
A890456,,10/14/2023 10:51:00 AM,Oct 2023,04/07/2023,Transfer,Partner,Cat,Intact Male,6 months,Domestic Shorthair,Brown Tabby
A890457,,10/14/2023 10:53:00 AM,Oct 2023,04/07/2023,Transfer,Partner,Cat,Intact Male,6 months,Domestic Shorthair,Brown Tabby
A890092,Charlie,10/14/2023 11:07:00 AM,Oct 2023,05/02/2023,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Black
A890462,,10/14/2023 11:44:00 AM,Oct 2023,04/07/2023,Transfer,Partner,Cat,Intact Female,6 months,Domestic Shorthair,Tortie
A890844,890844,10/14/2023 01:08:00 PM,Oct 2023,08/29/2023,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A890571,*Cannoli,10/14/2023 01:30:00 PM,Oct 2023,02/09/2023,Adoption,,Cat,Intact Female,8 months,Domestic Shorthair,White/Black
A890287,,10/14/2023 03:12:00 PM,Oct 2023,06/13/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Torbie
A889743,Yuzu,10/14/2023 05:21:00 PM,Oct 2023,04/14/2023,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Tortie
A890087,,10/14/2023 06:32:00 PM,Oct 2023,06/10/2023,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Black Tabby/White
A890790,,10/14/2023 06:33:00 PM,Oct 2023,08/12/2023,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby/Black
A890191,Lola,10/15/2023 10:58:00 AM,Oct 2023,10/03/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue
A890725,,10/15/2023 11:11:00 AM,Oct 2023,09/04/2023,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair,Black
A890727,Pepito,10/15/2023 11:20:00 AM,Oct 2023,10/12/2015,Transfer,Partner,Cat,Neutered Male,8 years,Domestic Shorthair,Black
A889206,*Samwise,10/15/2023 12:06:00 PM,Oct 2023,08/07/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,White/Brown Tabby
A887301,*Mica,10/15/2023 12:22:00 PM,Oct 2023,06/26/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A889209,*Aragorn,10/15/2023 12:28:00 PM,Oct 2023,08/07/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,White/Orange Tabby
A889901,*Curry,10/15/2023 12:48:00 PM,Oct 2023,08/19/2023,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair,Orange Tiger
A889902,*Socks,10/15/2023 12:53:00 PM,Oct 2023,08/19/2023,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair,Cream Tabby/White
A888148,*Heifer,10/15/2023 01:00:00 PM,Oct 2023,08/13/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
